6,7,0,0.6063
6,7,0,0.5383
6,7,0,0.5932
6,8,1,0.843
6,8,1,0.9844
6,8,1,0.977
5,3,0,1.2127
5,3,0,0.6369
5,3,0,0.7361
5,6,0,0.7424
5,6,0,0.5171
5,6,0,0.6858
4,4,1,0.6315
4,4,1,0.4768
4,4,1,0.5221
6,15,1,0.6503
6,15,1,0.5565
6,15,1,0.6538
